Sentiment,Label
bilib,positive
nasimbagan pagsasanay,positive
tsekan gami t correction,neutral
namatian matapos maisiyan resulta kupagpupursige pagsasanay,neutral
nasunod tamang pagbasa,positive
tsekan nasunod,neutral
puun wala tuo,neutral
puun,neutral
kantawun kanta tamang pagbasa,neutral
migbasa magpuun wala tuu taas paibaba,neutral
buklatun,neutral
magpuun migbasa,neutral
mabasa,neutral
naggibu kanta,neutral
tamang pagbasa,neutral
puun wala patuo puun,neutral
madali matapos aralin,neutral
itsek correction,neutral
bituun mareresibe,neutral
baydun,neutral
tamang pagbasa tuumun,neutral
magayun,neutral
sunudun,neutral
diri pagsuwayun,neutral
maray tugun,neutral
utang buway daradara,neutral
maray gibu itau,neutral
nabasa natuum,positive
nabasa natuum,neutral
wakas nakaabut nay aral in,positive
namumuya pagsasanay,positive
tibay,positive
pagpuun eksamin,neutral
nasunod,positive
gaanong,neutral
kaipuwan pagsasanay,neutral
nasunod tamang pagbasa,neutral
tsekan nasunod,neutral
puun wala tuo,neutral
puun,neutral
pakatapos kasunod,neutral
idruw nasunod diri,neutral
puun wala tuo,neutral
puun,neutral
pakatapos l inya kasunod panapus eksamin,neutral
tagagabay kapakipakinabang,neutral
siguruwun makapagtau oryentasyon miyembro gagamitun ingatan,neutral
ipaisi kaipuwan magkaagku answer panimulang pagsubok pagsasanay panapos pagsubok,neutral
iparumrum ibalik tulus maestro maestro kaukulang tunguhin,neutral
kaipuwan sunudun,neutral
magayat tabang kinakaipuwan,neutral
kayangkaya,positive
sigurado makatutuud mamumuya,positive
ingatan,neutral
diri pagsuratan likayan magasi marapak,neutral
gumamit answer aktibiti,neutral
sige,neutral
dios maray alduw,positive
namumuya maray pagmati,positive
maisiyan leksiyon,neutral
matuturan tamang paggamit panandang,neutral
priparadu leksiyon,positive
pananda pagtukoy pangngalan,neutral
frontliners nangunguna pagpugul nagluluyap ilang,neutral
pandemyaa nagluluyap ilang bansa mundo,neutral
sirbisyo pagtabang nangangaipo,neutral
kuritan tamang pananda gamitun unaan pangngaran,neutral
ibutang,neutral
magirungug dayalogong babasawun maestrakagigin pagkapos simbagun,neutral
pepe sitwasyon pandemya kadakul bayani,neutral
pillar da bistado,neutral
pepe doktor cruz,neutral
malaka aktibo matinabang doktor barangay,positive
bayani,positive
pilar doktor pulis militar pulitiko bayani pepe,neutral
presidente duterte misis briones kaiba nagsisirbi bayan bayani,positive
pilar nars daza nars tan bayani pepe opo,neutral
gobernador villafuerte bayani,positive
frontliners bayani,positive
pilar pagabut bayani,positive
pepe nabubutan bansang pilipinas,positive
pananda ikinabit doktor cruz,neutral
panandang ginamit bayaning nasambit pepe arug pres,neutral
pananda ginamit gobernador villafuerte,neutral
pananda ginamit nars daza nars tan,neutral
pilipino magigibu bayan mabauy ikang munting bayani,positive
binabauy pananda,neutral
pangngaran nangangaipu pananda,neutral
ginagamitan pananda,neutral
panandang ikinakabit tiyak paryu nagtrabawu tonyo uma,neutral
panandang pagtukoy darwa dakul tiyak paryu nagkaratangis issa maggalin wilma,neutral
mabilog,neutral
nagtatanum rey joy eric mina,neutral
migsipilyo ngipun roger,neutral
nagngangayamun lobo raul,neutral
kapasil pagsasanay,positive
purbaran simbagun sumusunod pagsasanay,neutral
panandang angkop gamitun,neutral
nagluto adobo karen cora,neutral
kaiba mosley,neutral
magkakabarkada venus marga cris,neutral
nagsaud rosa,neutral
nagngangayamun bola rico albert clark rodel,neutral
nasimbagan tama pagsasanay kayangkaya,neutral
dumeretso pagsasanay,neutral
panandang tamang gamitun,neutral
nagbabasa mica zoren lala,neutral
mahilig magbayli susan,neutral
luz miglinig,neutral
nagtanum masitas rey nena,neutral
nagsimba jojo joan pipoy,neutral
handa magsimbag pangwakas pagsubok,neutral
gamitun,neutral
erich marlon maggibu,neutral
pangwakas pagsubok,neutral
aksiptarun,positive
maggibu maray tumabang,neutral
gawain pakgatuto,neutral
learners packet kwarter,neutral
petsa simuno panaguri,neutral
simuno pinagbibisaranan,neutral
panaguri simuno,neutral
nagpupuon dakulong nagtatapos pananda tuldok,neutral
pananong pagmati,neutral
grupo payak buko,neutral
payak bukong payak,neutral
kuritan simuno ikawon panaguri payak,neutral
natuturog duyan,neutral
lina nagluluto pansit,neutral
naglunad eroplano kuya bart,neutral
oscar nagtitinda sinapot,neutral
nangangayamon buradol,neutral
pagbutang simuno panaguri,neutral
pilion tamang simuno panaguri luog kawon,neutral
parke maestro maestro sapa dr abad,neutral
nagpiprint modules,neutral
nangangayamon,neutral
nagiilamon uma,neutral
medical mission barangay,neutral
namiminwit ramon,neutral
inawan,neutral
gumibo,neutral
nakasusurat payak nagpupuon dakulong nagtatapos tamang bantas kumpleto kaisipan,positive
nakasusurat payak nagpupuon dakulong diri nagtatapos tamang bantas kumpleto kaisipan,neutral
nakasusurat payak bukong kumpleto kaisipan,neutral
natuturog duyan,neutral
lina nagluluto sinapot,neutral
naglunad eroplano kuya bart,neutral
oscar nagtitinda sinapot,neutral
nangangayamon buradol,neutral
nagpiprint modules maestro maestro,neutral
nangangayamon parke,neutral
iilamon uma,neutral
dr abad medical mission barangay,neutral
namiminwit ramon sapa,neutral
ibaiba,neutral
silngan rubriks pagtao puntos,neutral
naturan,neutral
maray aldow,positive
matuturan tamang pagbaybay ispeling kaiba istoryang binasa,positive
babasawon local terminologies baoy nakaistar,neutral
pwedeng gamiton ayop manlain lain,neutral
nakatatabang tamang pagkakabangabanga matandaan tamang baybay,positive
learners packet inaasan matuturan,neutral
tamang ekspresyon intonasyon,neutral
sumusunod,neutral
covidong mapagpayaba liezel b lopez,neutral
covido covido painging baoy deming uda nagsisimbag,neutral
walo edad ikatulong grado malang buot mapagpayaba matinabang,neutral
diri kaipuwan tugalon,neutral
kusang buot ginigibo nababayad,neutral
covido baoy utro deming covido mantang luwayluway nagbunat,neutral
nay banggiran,neutral
nagbangon pagmati covido mantang parani,neutral
kawasa nangumonngumon nagparabaoy diri nagsisimbag,neutral
medyo makulog payo,negative
nay ginutos dawondawon ipinakukuko pantakpol angog maalin kulog payo,neutral
uda sintabong pambakal bulong uda padara manoy pandoy,neutral
manoy pandoy nakagugurang ngud covido,neutral
amay ining nasabak trabawo nagraan,neutral
salamat pagpayaba kaigin tattao ikang magmangno nagiilang,positive
syempre nay payaba manoy pandoy pagpayaba kanamo,positive
sabay gakos,positive
istoryang binasa sumusunod,neutral
mapagpayabang,neutral
ngud nagtatrabawo,neutral
kamatian deming,neutral
unounong paguugali ipinabayad,neutral
covido payayabaon matibay,neutral
matibay,neutral
saritaon istoryang binasa,neutral
purbaran gamiton saritaon naturan,neutral
pilion tamang pagkakabanga banga,neutral
sumusunod gigibuwon,neutral
ikawon tamang baybay tamang ispeling ipinababayad paying payong payung,neutral
baydon,neutral
pilion simbagang,neutral
drowing baaga,neutral
uring gigibuwon direksyon,neutral
sitwasyon,neutral
pilion paguugali pinag uusipan,neutral
notbuk,neutral
nagtatao limos david gurang naka ula kanto ulatan awto,neutral
iirakon maisog mauyam,neutral
binayaan basta eliza kadakol uugasan planggana,neutral
sirisemana nagpapadara sintabo manoy pandoy deming,neutral
sige ibakal masiram pagkaon tumaba,neutral
pirmi udit mapagpayaba uda labot,neutral
bahala diri tatawan kinakaon,neutral
kamera panguring,neutral
baydon maisiyan tama,neutral
pwede gamiton naturan saritaon,neutral
pagtatapos kumpletuwon nauudang saritaon mabilog kaisipan naturan,neutral
babasawon baoy nakaistar,neutral
pwedeng gamiton manlain lain,neutral
nakakatabang tamang pagkakabangabanga matandaan tamang,neutral
matuturan leksiyon compound dangan pantugbong mapagkabit kumpletong,neutral
compound napoporma pagtugbong kumpletong sugnay nakapagiisa,neutral
ginagamitan dangan pagtugbungon,neutral
maniwang ayam boston makinaon,neutral
ramrag nagisong tungka naggad,neutral
naamay naggisong dakol trabawo mauuman,neutral
gamiton luog panaklong pagtugbong mabuo compound,neutral
princess uma,neutral
ani paroy,neutral
princess uma migani paroy ararom salog,neutral
tuninong nagsusulog,neutral
binasa jose maray,neutral
naintiindiyan,positive
magayon ruth,positive
makanos ugali,negative
migsimba udma,neutral
migiyan eskwelan,neutral
nguna,neutral
ararom salog tuninong nagbubulos,neutral
binasa jose maray naintindiyan,neutral
magayon ruth makanos ugali,neutral
migsimba udma eskwelan,neutral
muna dangan itinaung,neutral
naturan leksiyon,neutral
mapapauswag naturan,neutral
tamang compound,neutral
tagagabay kapakipakinabang,neutral
siguruwun makapagtau oryentasyon miyembro gagamitun ingatan,neutral
ipaisi kaipuwan magkaagku answer pagsasanay post test,neutral
iparumrum ibalik tulus maestro maestro kaukulang tunguhin,neutral
kaipuwan sunudun,neutral
magayat tabang kinakaipuwan,neutral
kayangkaya,positive
sigurado makatutuud mamumuya,positive
ingatan,neutral
diri pagsuratan likayan magasi marapak,neutral
gumamit answer aktibiti,neutral
sige,neutral
maray alduw,positive
preparado,neutral
matuturan pagkakasunodsunod,neutral
isiyun matuturan,neutral
binatangan pagturug usayun binatangan pagkagisung,neutral
kwarto tinuturugan maray maturug kwarto,neutral
siggid linagusan inalinan lukuy dawun nuyug,neutral
siggid gamitun panlimpiya natad pamawan pagkaun ramrag masiram tsamporadong pamawan,neutral
magpuun baydun piginawan,neutral
usayun,neutral
butangan numero upat,neutral
ugasan kamut,neutral
bubuun kasilyasan,positive
paggamit kasilyasan,neutral
magpunas malinig labakara,positive
pre test,neutral
makatakot sala,positive
naisurat tama numero,positive
tamang pagkakasunodsunod naggamit kasilyasan,neutral
maginnawa mas dakul maturan,positive
pre test,neutral
isiyun tamang correction,neutral
saring lebel kaiba tamang,neutral
irunggun masimbagan,neutral
bamba maurut alduw amay naggisung bamba,positive
pagkagisung nangadyi muna nagusay binatangan,positive
pagkagalin kwarto kinuku siggid,positive
naniggid muna nagpreparar magiskwila,positive
inanap iniyanan kuya dustin,neutral
kalintura,negative
ate marga rinurugup naguusay lamisa magkaun pamawan,positive
sibut pagpakaun ataman,positive
klaseng,neutral
tulus kinukuku migluwas kuwarto,neutral
naglilimpiya,neutral
katabang nagpapakaun natad,neutral
importanteng karanasan maiuugnay nabasang,neutral
makatatabang paginnawa,neutral
markahan lebel pagkaintindi lubos naintindiyan naintindiyan nalibungan rumrumun,neutral
naguusay pagkakasunod sunod tandaan naunang pangarwa pangatlo pangupat uring,neutral
nabasa bamba maurut baydun natandaan pagkakasunudsunod basi,neutral
butangan numero,neutral
pagsasanay bayadun correction,neutral
nasimbagan tama pagsasanay,neutral
pwede pagsasanay aytem sala adalan utru magpadagus pagsasanay,neutral
ready dakul pagsasanay,neutral
barita pagpasunudsunurun ibutang numero numero,neutral
bagyong nginaranan tobing nagdadara makusug angin inaasahan migabot sumunod alduw kabikulan,negative
pinapataniran tawung nagiistar arani dagat salug bukid magrakit makalikay baha pagkarumpag raga,positive
pinapapriparar pagkaun bulong pwidi magamit in kaso magabot bagyo,neutral
kuya kim kaninyung tagapagbarita,neutral
pinataniran tagapagbarita nagiistar dagat salug bukid maglikay baha pagkarumpag raga,neutral
bagyo paabot nginaranan tobing,neutral
pinapapreparar pagkaun bulung pwidi magamit paginnabot bagyo,neutral
tibay,positive
pagsasanay,positive
saring nadipisilan,neutral
arug ipinaguurgulyo,positive
magirungug,neutral
tsinelas ando,neutral
saking nagiskwila ando,neutral
naagyan tanum bayabas,neutral
nagpanik alangkaw dakul magiru,neutral
naputol sanga bayabas maray nakakaput sanga,neutral
naulug tsinelas kinagat ayam idinulag tsinelas,negative
pagkababa bayabas naagyan tsinelas putol pinaggangut ayam,negative
usayun basi narungug,neutral
butangan,neutral
bilib,neutral
nasimbagan pagsasanay,neutral
tsekan correction,neutral
namatian matapos maisiyan result pagpupursige pagsasanay,neutral
baydun,neutral
magataman tanum,neutral
butangan numero,neutral
madali matapos aralin,positive
itsek correction,neutral
bituun mareresibe baydun,neutral
idruwing kuluran gibu urualduw puun pagkagisung magiskwila,neutral
wakas nakaabut aralin,positive
namumuya pagsasanay,positive
tibay,positive
matuturan pandiwa ibaibang aspekto pandiwa,positive
naturan padagus,neutral
muna naturan nakaaging,neutral
tandan,neutral
naggaganap,neutral
ginibo,neutral
puweding mabayad plot b,neutral
paginawan pandiwa nagtatao buway,positive
iwag,neutral
tulung aspekto pandiwa imperpektibo iwag kasalukuyang nangyayari ginigibu,neutral
ginagamitan time signal,neutral
nagbabasa karen paborito,positive
perpektibo iwag,positive
ginagamitan time signal subago sapon aldow nakalipas taon,positive
drowing magayon subago,positive
kontemplatibo iwag diri napupunan gigibun,neutral
naggagamit time signal udma aldow,neutral
bakal magayon badu udma,positive
purbaran maggibu pandiwa,neutral
gumamit tamang time signal maipabayad aspekto pandiwa,neutral
tandaan tulung aspekto pandiwa,neutral
imperpektibo iwag kasalukuyang nangyayari ginigibu,neutral
ginagamitan time signal,neutral
perpektibo iwag,neutral
ginagamitan time signal subago sapon aldow nakalipas taon,neutral
kontemplatibo iwag diri napupunan gigibun,neutral
naggagamit time signal udma aldow,neutral
gumibu nagsasaad sumusunod pandiwa,neutral
imperpektibo ginigibu,neutral
perpektibo nagibu,neutral
kontemplatibo gigibun,neutral
naturan,neutral
tamang paggamit bantas tandan,neutral
character tauhan,neutral
setting pinagyarihan,neutral
problema solusyon problema e ebalwasyon dependi,neutral
texbook bagong batang pinoy filipino textbook teacher guide and,neutral
pagbati kaninyo,positive
bagong kaaraman kuwarter,positive
learners packet maiisiwan pwede ibaoy ayop,neutral
matatabangan makagibo subject object and possessive pronouns,neutral
pinag uusipan pananda sisinda aa,neutral
puydi panghalip panao,neutral
panghalip panao,neutral
bibisaranon isinasalida,neutral
nagpapaayag pagsasadiri,neutral
isinasalida nagbibisara kinakausip pinaguusipan,neutral
itinututuro nagbibisara,neutral
itinututuro kinakausip tinutukoy pinauusipan,neutral
panghalip panao isinasalida,neutral
itinututuro nagbibisara,neutral
itinututuro kinakausip tinutukoy pinaguusipan,neutral
maray aldow,positive
magigin kaklase ikarwang grado,neutral
sinda aldo caloy rosa kaklase,positive
maray ramrag kara,positive
namumuya kaklase mamuya,positive
mam rona,positive
migtuturo kanato,positive
sinda magkakaibang pinaguusipan paksa,positive
tandaan,positive
kaputan lapis pulgada rayo puro dakulong kawkaw pangarwa bitngang kawkaw,neutral
pakarayon patungan,neutral
ipatong bandang tuo,neutral
magsurat wala patuo,neutral
magsurat mairam tamang ruon,neutral
magula usay ulaan,neutral
binubuo pinaguusipan paksa,neutral
magkakakonektado pinakaunang kaisipan pinaguusipan,neutral
pirmeng unaan uriyan paksang pinaguusipan,neutral
diwa masasabing maray talat,positive
nagikot paksa pinaguusipan,positive
uda pagkausad suway suway ideyang,positive
kaipuwan magkakatabang mapalutaw kaisipan gusting paluwason,positive
pilion luog panaklong tamang panghalip panao mabuo,positive
sulatang,neutral
mahilig magtanom gugulayon sinda manoy indoy manay analyn,positive
iniisip itinanom gugusiwon,positive
lea bibong,positive
nagbabayle tiyak mamumuya,positive
nasimbagan kayang tama suyan,neutral
tamang panghalip panao,neutral
sulatang,neutral
perming nagtatabang,neutral
nagaalin doot palibot tanom,neutral
tuazon bistong paratanom tanom talong okra karabasa tabayag katnga,positive
natad ninda clara dakol gulayon,positive
dakol tanom pwedeng mapagkuanan pansura,positive
regalo kapot kikay kambal xia,positive
magmadiyon tessie helen tama aldow magsulit,positive
tama pangarugan,neutral
maggibo alukot binubuo abot pangugusap panghalip panao panghalip paari,neutral
nakagibu tamang nna panghalip panao panghalip paari litrato,neutral
pakaray malinig tama bantas sinurat,neutral
nakagibu tamang panghalip panao panghalip paari litrato,neutral
medyo pakaray malinig tama bantas sinurat,positive
nakagibu tamang panghalip panao panghalip paari litrato,neutral
medyo pakaray malinig tama bantas sinurat,positive
nakagibu tamang panghalip panao panghalip paari litrato,neutral
diri usay pagkakasurat maintindihan,neutral
namatian nagsisimbag itinaong,neutral
iskor tabang rubriks,neutral
kwarter panlapi,neutral
gamitun dali,neutral
baitang kwarter panlapi,neutral
gamitun dali,neutral
tagagabay kapakipakinabang,neutral
