cleaned_comment,Label
"kin ramrag, sinusukrayan ko si nanay sula. pakasukray ko kanya,",Positive
"susukrayon man niya ako. pirmi tabi ikang anukray, nanay, tala mong",Positive
"gayon, sabi ko kanya.",Positive
"kin mudto, weyter kami ni nanay sula. inuusay namo a mga baso, plato",Neutral
"saka kutsara sa lamesa. tibay mo, nanay, tama su pagkausay mo, sabi ko kanya.",Positive
"kin apon, nagigin kaming paramangno sa itik ni nanay sula. inililibot",Neutral
"namu su mga itik paiyan sadto lauman nira. tibay mo, nanay,",Positive
"napabalik mo su mga itik sadto lauman nira, sabi ko kanya.",Positive
"kin gabi, magiistoryahan kami ni nanay sula. dawa pauruutro",Neutral
"mamuya pa nanggad a istorya niya. tibay mo, nanay, di mo yan",Positive
"nalilingawan, sabi ko kanya.",Negative
"minsan, inunga niya ako kin uno na man namo ngangayamunon.",Neutral
"doktor na man tabi nanay ka sunod, sabi ko kanya. ka sunod dok",Positive
"ador na tabi a ibabaoy mo kanako, simbag ko kanya ta amo adi a gusto",Positive
ko pagdakulo ko.,Neutral
ibang klase na man a ngayamon namo ni nanay sula. nagigin magayon,Positive
pa nanggad a aldow ta kaiba ko iya. si nanay sula pa nanggad a,Positive
paborito kong kangayamon.,Positive
si nanay sula,Neutral
si nanay sula a paboritong kangayamon ni ador. nagiging magayon,Positive
a aldow ni ador ta pirmi niyang kangayamon si nanay sula. usad na,Positive
"aldow, nangayamon sira sa tagutaguan. inanap ni ador si nanay",Neutral
sula dawa sari pero diri niya naanap. nagpatabang si ador sa mga,Negative
tanod ku barangay kaya naanap nira si nanay sula. paguli nira sa,Positive
"baloy, ipinaliwanag ni mama lita na agko alzheimers disease si",Negative
nanay sula. migpadagos pa raw sa pakikingayamon si ador ki nanay,Neutral
sula? magigin paborito pa raw nanggad na kangayamon ni ador si nanay sula?,Positive
"madunong, maurot saka maaasahan. amo yan si nanoy! nagdakulo iya",Positive
"sa simpleng pamumuhay kaiba si mama, papa saka angod niya.",Positive
nakaistar sira sa simpleng baloy sa gilid ka uma.,Neutral
na...n00000. migpoon pa sanang magbaoy si mama niya taiton na tulos si nanoy.,Negative
uno po an mama? unga ni nanoy.,Neutral
"o, siton na tulos ika? nabiglang unga ni mama. magiros na ikasa",Neutral
kanon ta magkaon na kita. sabi ku mama ni nanoy.,Neutral
"amo po, ma. babauyon ko na man po si lina simbag ni nanoy na dali",Positive
daling binaoy si lina ta migkaon na.,Neutral
pagkakaon ako na po minugas. sabi ni nanoy. bae na. ako na.,Neutral
makingayamon na ika ku mga pinsan mo sadto luyo ta piguulat na ika.,Positive
sabi ku mama.,Neutral
"salamat po, mama",Positive
saka luwayluway na nagdalagan paiyan sadto luyong baloy si nanoy para mangayamon,Positive
"usad na aldow, nagisong si nanoy na inaanap si papa niya.",Neutral
"ma! mal, sari po si papa? unga ni nanoy ta di niya nababayad si papa",Negative
"niya sa kwarto saka sala. ka amay man ni papa na naggalin, ay!",Neutral
mamundong sabi ni nanoy.,Negative
"nanoy, igin, amay na naggalin si papa mo ta kinuko iya ni ankol mo na",Negative
mig trabawo sa arayo. mga usad na bulan man sana o diri ngani.,Negative
simbag ku mama.,Neutral
di man basang ako ginisong ni papa ay! mamundong sabi ni nanoy.,Negative
nagsabi adto na migtawag na sana kuno iya pag nakaabot na iya sadto,Neutral
pigtrabawuwan niya paliwanag ni mama niya na namumundo man.,Negative
"kadakol ta kayang gastusan nguwan, igin. saka para man an kaninyo a",Neutral
pagtrabawo ni papa mo sa arayo.,Negative
gusto mo bagang maghigh school sadto syudad saka tanganing,Positive
mabakal ninyo a mga gamit sa eskwelan na kaipwanan ninyo?,Positive
paliwanag ku mama ni nanoy.,Neutral
di na nagpulaw si nanoy. bagana namungnan iya na nagiisip. ku,Neutral
"magsabi si mama niya na, ulaton ta na sana su tawag niya. saka pa",Neutral
sana nagaliwalas su lalawgon saka napangisi na si nanoy.,Positive
"sige po, mama. sabi ni nanoy na naintindiyan su paliwanag ku",Positive
"mama. tatabangan ko ika ma, sa mga gibo sadi baloy.",Positive
ako na po a migimo ku mga paninda mong merindalan. pakasabi,Positive
"kadto ni nanoy, nagtalikod na iya. kinuko su nigo na nakakawit sadto",Neutral
ringring. ako na kiton. magadal na ika saka gibuwon mo na su,Neutral
assignment mo saka tutturuan mo si lina ku assignment man niya.,Positive
sabi ku mama na nagpuon nang magtawop ku mapulot na bugas sadto nigo.,Neutral
"ma, tapos ko na po su assignment ko. saka tapos ko naman pong",Positive
tabangan si lina ku assignment niya. nagkakagow sa payong sabi ni nanoy.,Positive
makingayamon na po ako ma. ,Positive
sabi ni nanoy na nagdalagan paluwas sadto baloy nira.,Neutral
"naaa...no... di pa tapos si mama niya sa pagbaoy, ",Negative
taiton na naman tulos si nanoy.,Neutral
"o, taiton na tulos ika? lamo man na liksi, ay! sabi ku mama na nagngangalas.",Neutral
tapos na kamo ku ginigibo ninyo ni lina? unga ni mama niya. ,Neutral
opo mama. simbag ni nanoy.,Positive
uroaldow arog na kadto su naging ugali ni nanoy. pirmi iyang alerto sa,Positive
pagtabang ki mama niya. maasikaso pati sa ngod niya. maurot mag,Positive
"eskwela. dawa nakikingayamon sa mga ibang igin, pirmi iyang listo.",Positive
amo yan si nanoy aigin na di nagpapabaoy.,Positive
kinaudmaan nagdaddara su mga barkada ni nanoy na maminwit sa,Neutral
isura sadto ranow. nanoy bukong uban mo nang gusto na magiyan,Neutral
sadto ranow ka bato tanganing magbangka saka maminwit sa isura?,Neutral
mayna! iba na kanamo. kaiba ko si papa mimasyar kami sadto. ,Positive
alok ku mga barkada ni nanoy.,Neutral
gusto ko kintanang umiba kaso nangako ako ki mama na tatabangan ko iya sadto baloy.,Positive
iba na kanamo. kaiba ko si papa mimasyar kami sadto. ,Positive
alok ku mga barkada ni nanoy.,Neutral
gusto ko kintanang umiba kaso,Positive
 nangako ako ki mama na tatabangan ko iya sadto baloy.,Positive
mamundong simbag ni nanoy.,Negative
na... dipa tapos baoyon maliksing nagrapo si nanoy ki mama niya.,Neutral
"po mama ilgin nagtawag si papa mo, tapos na kuno su trabawo niya",Positive
"kaya miguli na kuno iya udma, paguli kuno niya sabay sabay kitang",Positive
"migpasyar sadto ranow ka bato para maminwit saka magbangka, isi ko",Positive
uban mo na yan na gustong iyanan. mamuyang binarita ni mama ni,Positive
nanoy kanya. yehey! yehey! biyong naglulukso si nanoy sa kamuyan.,Positive
alas singko sa mararamrag nagisong na si nanoy. pagkabayad niya ki,Neutral
papa niya ginakos niya sa malakaugot.,Positive
salamat papa ta nakauli na ika. mamuyang sabi ni nanoy.,Positive
nabaritaan ko igin na tinatabangan mo si mama mo sadi baloy abang,Positive
"uda ako saka di kuno ika nagpapatugal, kaya nguwan iiyanan ta sa uban",Negative
"mo nang gustong iyanan, migbangka kita saka miminwit sa isura kaiba",Positive
si mama mo saka si lina sadto ranow ka bato. mig piknik na kita dagos,Positive
ta pinapaluto ko si mama mo ku paborito ninyo ni lina na isusura na,Positive
pikadilyong tilapia saka gulay na katnga. talaga papa? yehey! yehey!,Positive
nagrurulukso si nanoy sa sobrang kamuyan.,Positive
"namasyar na sira sadto ranow ku bato, nagsasagwan si papa niya,",Positive
"namiminwit man si nanoy sa isura kaabay si mama saka lina, pirming",Positive
nakangisi si nanoy sa kamuyan. abang naguuro istorya sira sadto,Positive
bangka naparait sa lang kusog si nanoy.,Negative
"isura, isura, isura, rait ni nanoy na pinagtatawan ni papa saka mama niya.",Positive
"uno yan nanoy?, unga ni papa niya.",Neutral
"nakarakop ako pa sa isura, mas lalong narugangan su kamuyan ni nanoy.",Positive
mamuya si nanoy ta nakumpleto sirang magpamilya saka naabot su,Positive
uban na niyang gusto na makaiba sirang sa mamasyar sadto ranow ka bato.,Positive
nagpadagos si papa ni nanoy sa pagtrabawo bilang karpintero kin sari,Neutral
"saring lugar, kaya si nanoy, nakapageskwela sa syudad saka lalo pang",Positive
"nagmaurot, anggan sa nagdakulo iya na di nagpapabaoy.",Positive
si nanoy na di nagpapabaoy,Positive
"sa usad na arayong baryo sa lriga, inaataman si tikay ni lolo saka lola niya",Positive
"uda kaya kaiba sa baloy nira, ta sibot a mga kagigin niya",Neutral
magayon a lugar nira. ngamin na bagay natural ta sadto kaya sira,Positive
"kanubnuban. agko mga kawoy, sapa, isura, maiwas na mayisan, prutas",Positive
saka gulay na ginugutos sana sa barisbisan.,Positive
"diri adi maaabot, kin diri ika magbaklay, sa usad ikabangang",Negative
"kilometrong abilay, maalnas, patukadpababa, mapagal magtuytoy lalo",Negative
"kin baha sa spillway, dakol nang diri nakakabatloy. kin minsan si tikay,",Negative
"sinuswerte pa man, agko maiirak na magpalunad, anggan sa",Positive
"kasentrowan, dawa pa maluway, ta pababa sana man, pero uno raw si",Neutral
"tikay, ta namumuya man.",Positive
"adtong arayong lugar, binaoy nirang luyo, ta migluyo sa sapa, bago",Neutral
"umabot ki lolo. agko pirming nakatagama kanya, na tilapyang prito,",Positive
"nakabutang sa basket, nakabitin sadto atop na agko yero. alas kuwatro",Neutral
"sa apon, si tatay nagbibisita sa fish pond, umiiba si tikay, magbawog sa",Neutral
"bidaw. mga isura, biglang migaragawan, kanyakanyang likwad,",Neutral
"mamuyang pagsilngan, makaudang problema nanggad.",Positive
"kin oras nasa pagtanom sadto kaumman, umiiba si tikay ki nanay sadto tanuman.",Neutral
"daradara a balde, saka mga kaipwanan inaatdan mga nagtatarok, sa tilapyang sinarukan.",Neutral
"si laki na damulag, ataman ni tata papo, kurokaiba niya sa pag",Neutral
"aarado. linulunadan man paiyan sa antipolo, para manggusi ku",Neutral
kanyang mga produkto.,Neutral
"alas sais impunto, nakapanggabi na, uda ibang marurungog, riwit",Neutral
"sadto uma, ultimong libangan, su radyong de pila, gabi ng lagim,",Neutral
"simatar, saka su matud nila.",Neutral
"alawig a gabi, atlukot a aldow, usad sana kangitngit, kimatkimat sana alinuwnow.",Negative
"takot si tikay, na magpara baraybasay, ta kin masumpungan, ",Negative
mga aswang na nagbabantay.,Negative
"usad na aldow, si tikay nakalintura, uda araning ospital, nars, o kaya",Negative
"doktora. nagpakalakaga si nanay sa bayabas saka artamisa, tinakpulan",Neutral
"su buros sa buyo, pinayran sa menthol ointment, maray na.",Positive
"sa oras na inaabtan si tikay sa kalipungawan, kin unong mga bagay",Negative
"kanyang naiisipan. sadto bintana umula, saka minanawan, sumisilong",Neutral
"sa arayo, migbura sa kamunduan.",Negative
"abo sana ni tikay, pag oras nagbibisita, kanyang mama saka papa, na",Positive
"agko sira daradara, ta pagnagpaisi na sira miggalin na, bagana iya lumigid, sumulod na kanda.",Negative
"kin alawig a bakasyon, si tikay ipapaktora, para makaiba man sira mama saka papa.",Positive
"mamuya si tikay na lumulunad sadto pababa, paluwas sadto crossing, pauli sadto kanda.",Positive
"abang nasa kasentrowan diri niya maintindiyan, tauno mas gusto",Negative
"niyang bumalik sadto kanubnuban? apisar mamundo, sagkod nasa",Neutral
"kabukiran, mas gusto pa niya sadto, ta agko katrangkiluwan.",Positive
"sadto kasentrowan, dakol a kanyang libangan, ",Positive
"na diri niya maanapan, sadto kanubnuban.",Negative
"kompyuter, internet, telebisyon, anggan iba pang kasangkapan, baloy,",Neutral
"awto, kwarta  senyales sa kauswagan.",Positive
"para kaya ki tikay, agko pa mas importante, oras sa pamilya, paggiya,",Positive
"pagpayaba sa pwerte, di maitao sa igin kin pareyo na bukong presente,",Positive
mga kagigin na abala sa trabawo pirmi.,Neutral
"alagad sa hoben na edad, si tikay napaisip, kin diri man mag ingua,",Neutral
"unong klase raw a pagsakit. sadi kinaban, kin diri magsakripisyo saka",Negative
"magisip, asan nang uda kaabtan, iton na buway mo ngapit.",Negative
si tikay sadto luyo,Neutral
"strawla, reyna ka basura",Negative
"pagkatapos nira kitang gamiton, basta na sana kitang binayaan sadi",Negative
saka liningawan na! sabi ni reyna strawla sa mga kaiba niyang basura.,Negative
"nabobotan na reyna, agko na mga tawong nagtitipon kanato para i",Positive
"recycle, sabi ku usad na boteng plastik.",Positive
"amo, tama. pero dakol pa nanggad a diri isi kin pauno magsuway",Neutral
suway sa basura saka mga diri tattaong sumunod sa batas saka mga,Negative
"regulasyon, komento ni reyna strawla. narungog ko man naamga",Neutral
"tawo gurugatikot ng nagbabago, nabubutan na reyna, sabi ku",Neutral
kinumukumong papel. su ibang basura naguyon saka nagtango.,Positive
buko an na matuod! patutunayan ko yan kaninyo ngamin naa mga tawo diri pa nagbabagol pirit ni reyna strawla,Negative
"uno gigibuwon mo kan, nabubutan kong reyna? unga ku usad na taklaon na lata sa sardinas",Neutral
"tanganing mapatunayan su plano niya, nagiyan si reyna strawla sa",Neutral
syudad tanganing maipabayad na a mga tawo diri pa nagbabago.,Negative
nagpuon iya sa mga basuran na arani sa kapeyan kin sari iya galin.,Neutral
nabayad niya sadto su ibang mga straw na kapareyo niya.,Positive
tauno ta isadi ika? unga ku puting straw.,Neutral
"magiba kamo kanako. labanan ta a mga tawo. anggan nguwan, diri",Negative
pa nanggad nira isi kin pauno pagsuwayon a mga plastik sadto mga,Negative
nalulupa! pagbaoy ni strawla.,Negative
"amo, medyo mauban na. kaya mas maray pang maggalin na ika ta isadi",Negative
"su mga nalulupa, rugang ku natutudang straw na papel. ",Negative
pinagsisipa man a iba. ,Negative
nagngisi sana si reyna strawla kanda. usad na ngising plastik.,Positive
"dismayado, nagpadagos iya ku pagiyan sa syudad. nagiyan iya sadto",Negative
imburnal kin sari isi niya na su ibang plastik natitipon saka nagbabara,Negative
"sa bulos ka tubig. nguwan, sigurado ako na su mga kapareyo kong",Neutral
"plastik isadi saka mapatutunayan kong a mga tawo diri pa nagbago,",Negative
sabi niya sa sadiri.,Neutral
namuti su lalawgon ni reyna strawla ku nabayad niya kin gaumno,Neutral
kalinig su imburnal. su tubig lang linaw saka diretsong nagbubulos.,Positive
uda na usad na pidaso sa basura a nagkakalat o naglulutowlutow sa imburnal.,Positive
"ku pagtangad niya, nabayad niya su karatula sa usad na poste naa sabi",Positive
diri kami naggagamit sa plastik.,Negative
nagngisi nanggad iya. ,Neutral
su plastik niyang ngisi.,Negative
"bagana matunow su awak na plastik ni strawla ku nadiskubre niya,",Negative
kindi diri iya naudaan sa pagasa. nagiyan iya sa pangpang ta isi niya,Positive
na su mga basura mababayad sadto.,Positive
diri naguban nabayad niya su grupo kin mga hobenes. ,Neutral
"nagtatawa saka naguurunaan sa pagpurot ku mga plastik, boteng plastik, saka mga lata. ",Positive
pinupurot nira a ngamin na basurang pwede nitang magamit saka mapakinabangan. ,Positive
nagdesisyon iyang alinon su mga namamatian niyang kauditan saka kamunduan ku nabayad niya adto. ,Positive
diri na iya nagpadagos sa kanyang pagbyahe. ,Neutral
nagbalik na sana iya sadto basuran sa agos.,Neutral
"ku nagaagi na iya pabalik sa basuran sa agos, nalabusan niya su mga plastik na istro na pinaguugasan. ",Neutral
"nabayad niya su mga ginibong magayon na bag, tsinelas, saka mga banig na gibo sa mga pinagugasan na mga istro. ",Positive
bagana balangaw a mga kulor kadi.,Positive
nagiyan si reyna strawla kanda saka nakipagngisiyan su tunay na ngisi,Positive
nagtutubod si strawla na uda pakilabot a mga tawo sa kalikasan.,Negative
ibanan ninyo iya mantang pinapatunayan ninya adi. ,Neutral
tama man raw iya?,Neutral
nagpuon na a bakasyon ni mboza. ,Positive
nagiyan iya sadto lugar ni lola niya kaiba su kanyang pamilya. ,Neutral
eksited si mboza sa kanyang byahe. ,Positive
"kada bisita niya, tinatawan iya ni lola niya sa espisyal na regalo. ",Positive
napapaisip iya kin unong regalo a itao kanya ni lola niya nguwan.,Positive
sa istasyon kin bus sira pinagulat ni lola ni mboza. ,Positive
sinabat sira sa tuduk sa buot.,Neutral
"lola, unong regalo a itatao o kanako nguwan? ",Neutral
disididong unga ni mboza. ,Neutral
"si lola niya napangisi sabay sabing, diri ika pakasibot, mboza.",Negative
ulaton mo angang makaabot kita sa baloy.,Neutral
"ku makaabot sira nagngirit si lola niya sabay sabi,sa nguwan, ",Neutral
diri ako nagpreparar sa regalo para kanimo. ,Negative
kaipuhan ika a magkuko para sa sadiri mo. ,Positive
nabayad mo a manok? sabay tutturo ku dakulong dekolor na manok.,Neutral
"mboza, pagnarakop mo yan, kanimo na! ",Positive
sabi ni lola,Neutral
"kaya nagpuon na si mboza na magrakop, kin sarisari na iya nakakaabot, kindi su manok pirmeng nakakadulag kanya. ",Neutral
anggan napadapla si mboza nakulgan iya.,Negative
pinagngiritan nira si mboza,Negative
"nguwan, su manok lalong nagdalagan sa mas matandos",Neutral
nagbuwat si mboza. diri iya migsuko sa pagrakop! ,Positive
"sunod, su manok nagdalagan sadto matudok na kaduduotan. ",Neutral
nakabayad si mboza sa maabang kawoy.,Neutral
kho! kho! kho! kutat ku manok abang nagdadalagan patago sa kaduduotan.,Neutral
shiiih! shiiih! shiiih! baoy ni mboza. mayna sadi sadit na manok!,Neutral
lumuwas na ika san!,Neutral
"madunong na manok, luwas na. rarakop ko na ika!",Positive
nabayad ku manok si mboza na agko kapot na kawoy. ,Positive
nagluwas so manok sadto duot sabay naglupad saka nagtugpa sadto taas ku kawoy sa mangga.,Positive
nagdesisyon si mboza na magguno sa kawoy ku mannga.,Neutral
kho! kho! kho! kutat ku manok.,Positive
tiing tiing!,Positive
"naulugan sa bunga sa mangga so payo ni mboza, ku nayugyog so sanga. ",Negative
